date,url,code,time_total,time_connect,time_appconnect,time_starttransfer
2019-11-29 09:52:57,digitec,200,0.183146,0.022320,0.072392,0.114315
2019-11-29 09:53:12,digitec,200,0.218624,0.032665,0.107518,0.152800
2019-11-29 09:53:27,digitec,200,0.213176,0.021082,0.055518,0.087981
2019-11-29 09:53:43,digitec,200,0.165968,0.021631,0.053797,0.096861
2019-11-29 09:53:58,digitec,200,0.203048,0.013160,0.066021,0.105795
2019-11-29 09:54:13,digitec,200,0.257155,0.021940,0.069510,0.143515
2019-11-29 09:54:29,digitec,200,0.221434,0.026048,0.078853,0.124107
2019-11-29 09:54:44,digitec,200,0.605083,0.030079,0.109074,0.169068
2019-11-29 09:54:59,digitec,200,0.177861,0.026188,0.069968,0.106473
2019-11-29 09:55:15,digitec,200,0.200296,0.026297,0.077443,0.124822
2019-11-29 09:55:30,digitec,200,0.200023,0.015018,0.064716,0.115131
2019-11-29 09:55:45,digitec,200,0.189645,0.025543,0.074320,0.110761
2019-11-29 09:56:00,digitec,200,0.296648,0.040617,0.122263,0.200791
2019-11-29 09:56:16,digitec,200,0.144976,0.012833,0.061314,0.091456
2019-11-29 09:56:31,digitec,200,0.366156,0.026245,0.084253,0.272517
2019-11-29 09:56:46,digitec,200,0.206580,0.027895,0.075831,0.109284
2019-11-29 09:57:02,digitec,200,0.521138,0.040784,0.129030,0.393281
2019-11-29 09:57:17,digitec,200,0.175230,0.014345,0.054147,0.094287
2019-11-29 09:57:32,digitec,200,0.331655,0.039554,0.120853,0.173784
2019-11-29 09:57:48,digitec,200,0.181431,0.022461,0.068484,0.104348
2019-11-29 09:58:03,digitec,200,0.362151,0.019698,0.079084,0.184785
2019-11-29 09:58:18,digitec,200,0.174063,0.023439,0.066740,0.101603
2019-11-29 09:58:34,digitec,200,0.164866,0.012641,0.057336,0.100633
2019-11-29 09:58:49,digitec,200,0.221792,0.043017,0.098330,0.133476
2019-11-29 09:59:04,digitec,200,0.275407,0.021410,0.077799,0.179640
2019-11-29 09:59:19,digitec,200,0.171167,0.022575,0.069615,0.109114
2019-11-29 09:59:35,digitec,200,0.184501,0.011898,0.060630,0.097877
2019-11-29 09:59:50,digitec,200,0.158761,0.023963,0.063613,0.093586
2019-11-29 10:00:05,digitec,200,0.186075,0.023437,0.067009,0.116279
2019-11-29 10:00:20,digitec,200,0.281947,0.040288,0.149067,0.200487
2019-11-29 10:00:36,digitec,200,0.246832,0.021108,0.077281,0.116795
2019-11-29 10:00:51,digitec,200,0.187393,0.021945,0.076830,0.130297
2019-11-29 10:01:06,digitec,200,0.178880,0.020287,0.061676,0.099722
2019-11-29 10:01:21,digitec,200,0.204632,0.011893,0.076662,0.131735
2019-11-29 10:01:37,digitec,200,0.200590,0.019837,0.063755,0.107664
2019-11-29 10:01:52,digitec,200,0.210354,0.022143,0.066657,0.114370
2019-11-29 10:02:07,digitec,200,0.207574,0.012092,0.059913,0.107518
2019-11-29 10:02:23,digitec,200,0.261232,0.038143,0.118018,0.174706
2019-11-29 10:02:38,digitec,200,0.178584,0.021602,0.065984,0.102832
2019-11-29 10:02:53,digitec,200,0.172817,0.011845,0.058630,0.101157
2019-11-29 10:03:08,digitec,200,0.200389,0.021444,0.077395,0.110189
2019-11-29 10:03:24,digitec,200,0.248710,0.019911,0.069416,0.105595
2019-11-29 10:03:39,digitec,200,0.253419,0.020721,0.072713,0.110721
2019-11-29 10:03:54,digitec,200,0.315935,0.017346,0.079858,0.132158
2019-11-29 10:04:10,digitec,200,0.233587,0.022967,0.071382,0.116556
2019-11-29 10:04:25,digitec,200,0.179654,0.020033,0.067338,0.113980
2019-11-29 10:04:40,digitec,200,0.182686,0.017286,0.069665,0.121209
2019-11-29 10:04:55,digitec,200,0.260270,0.038315,0.123712,0.180906
2019-11-29 10:05:11,digitec,200,0.251305,0.022188,0.074162,0.123385
2019-11-29 10:05:26,digitec,200,0.304777,0.032577,0.114343,0.174776
2019-11-29 10:05:41,digitec,200,0.323546,0.037633,0.118502,0.181102
2019-11-29 10:05:57,digitec,200,0.241982,0.021293,0.077018,0.135356
2019-11-29 10:09:15,digitec,200,0.338539,0.079506,0.179940,0.222115
2019-11-29 10:09:30,digitec,000,1937.449914,0.000000,0.000000,0.000000
2019-11-29 10:42:04,digitec,200,0.321703,0.135352,0.179479,0.233720
2019-11-29 10:42:19,digitec,200,0.338383,0.071383,0.166991,0.236106
2019-11-29 10:42:35,digitec,200,0.243475,0.014671,0.074245,0.116078
2019-11-29 10:42:50,digitec,200,0.207010,0.021437,0.085421,0.128939
2019-11-29 10:43:05,digitec,200,0.235602,0.022213,0.073511,0.139480
2019-11-29 10:43:21,digitec,200,0.201865,0.022097,0.086764,0.123829
2019-11-29 10:43:36,digitec,200,0.286152,0.057413,0.142903,0.194529
2019-11-29 10:43:51,digitec,200,0.231725,0.036993,0.085498,0.117893
2019-11-29 10:44:06,digitec,200,0.201512,0.012499,0.061449,0.112930
2019-11-29 10:44:22,digitec,200,0.193692,0.022426,0.076383,0.117246
2019-11-29 10:44:37,digitec,200,0.203243,0.036597,0.083503,0.125759
2019-11-29 10:44:52,digitec,200,0.157338,0.022972,0.063693,0.095574
2019-11-29 10:45:07,digitec,200,0.269002,0.030261,0.109764,0.162839
